Geo_FIPS,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_PUMA5,Geo_GEO_ID,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A14006_001,SE_A10030_001,SE_A10030_002,SE_A10030_003,SE_A10030_004,SE_A10030_005,SE_A10030_006,SE_A10030_007
"060750307001","Block Group 1, Census Tract 307, San Francisco County, California","ca","150","00",,,,"06","075",,,"030700","1",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750307001","Block Group 1",,,,149770,1294,75,352,670,182,15,0
"060750307002","Block Group 2, Census Tract 307, San Francisco County, California","ca","150","00",,,,"06","075",,,"030700","2",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750307002","Block Group 2",,,,180417,541,0,214,271,14,42,0
"060750307003","Block Group 3, Census Tract 307, San Francisco County, California","ca","150","00",,,,"06","075",,,"030700","3",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750307003","Block Group 3",,,,202892,850,45,316,397,55,37,0
"060750308001","Block Group 1, Census Tract 308, San Francisco County, California","ca","150","00",,,,"06","075",,,"030800","1",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750308001","Block Group 1",,,,250001,315,18,99,101,97,0,0
"060750308002","Block Group 2, Census Tract 308, San Francisco County, California","ca","150","00",,,,"06","075",,,"030800","2",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750308002","Block Group 2",,,,250001,277,0,37,207,33,0,0
"060750308003","Block Group 3, Census Tract 308, San Francisco County, California","ca","150","00",,,,"06","075",,,"030800","3",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750308003","Block Group 3",,,,250001,174,0,27,51,14,20,62
"060750308004","Block Group 4, Census Tract 308, San Francisco County, California","ca","150","00",,,,"06","075",,,"030800","4",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750308004","Block Group 4",,,,136357,744,161,222,254,107,0,0
"060750308005","Block Group 5, Census Tract 308, San Francisco County, California","ca","150","00",,,,"06","075",,,"030800","5",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750308005","Block Group 5",,,,151912,488,91,133,153,85,26,0
"060750309001","Block Group 1, Census Tract 309, San Francisco County, California","ca","150","00",,,,"06","075",,,"030900","1",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750309001","Block Group 1",,,,250001,274,0,118,106,50,0,0
"060750309002","Block Group 2, Census Tract 309, San Francisco County, California","ca","150","00",,,,"06","075",,,"030900","2",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750309002","Block Group 2",,,,237755,734,13,109,476,75,61,0
"060750309003","Block Group 3, Census Tract 309, San Francisco County, California","ca","150","00",,,,"06","075",,,"030900","3",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750309003","Block Group 3",,,,194605,330,0,71,72,108,79,0
"060750309004","Block Group 4, Census Tract 309, San Francisco County, California","ca","150","00",,,,"06","075",,,"030900","4",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750309004","Block Group 4",,,,,324,86,125,51,38,24,0
"060750309005","Block Group 5, Census Tract 309, San Francisco County, California","ca","150","00",,,,"06","075",,,"030900","5",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750309005","Block Group 5",,,,250001,172,0,18,89,7,58,0
"060750309006","Block Group 6, Census Tract 309, San Francisco County, California","ca","150","00",,,,"06","075",,,"030900","6",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750309006","Block Group 6",,,,250001,173,0,53,81,0,0,39
"060750309007","Block Group 7, Census Tract 309, San Francisco County, California","ca","150","00",,,,"06","075",,,"030900","7",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750309007","Block Group 7",,,,133601,303,0,127,117,32,27,0
"060750310001","Block Group 1, Census Tract 310, San Francisco County, California","ca","150","00",,,,"06","075",,,"031000","1",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750310001","Block Group 1",,,,202306,354,23,17,140,58,116,0
"060750310002","Block Group 2, Census Tract 310, San Francisco County, California","ca","150","00",,,,"06","075",,,"031000","2",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750310002","Block Group 2",,,,164444,640,86,335,146,46,16,11
"060750310003","Block Group 3, Census Tract 310, San Francisco County, California","ca","150","00",,,,"06","075",,,"031000","3",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750310003","Block Group 3",,,,178409,546,23,200,241,48,34,0
"060750311001","Block Group 1, Census Tract 311, San Francisco County, California","ca","150","00",,,,"06","075",,,"031100","1",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750311001","Block Group 1",,,,250001,420,15,225,73,26,81,0
"060750311002","Block Group 2, Census Tract 311, San Francisco County, California","ca","150","00",,,,"06","075",,,"031100","2",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750311002","Block Group 2",,,,155393,501,106,210,185,0,0,0
"060750311003","Block Group 3, Census Tract 311, San Francisco County, California","ca","150","00",,,,"06","075",,,"031100","3",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750311003","Block Group 3",,,,211083,283,28,119,119,17,0,0
"060750311004","Block Group 4, Census Tract 311, San Francisco County, California","ca","150","00",,,,"06","075",,,"031100","4",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750311004","Block Group 4",,,,172426,509,16,150,203,84,56,0
"060750311005","Block Group 5, Census Tract 311, San Francisco County, California","ca","150","00",,,,"06","075",,,"031100","5",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750311005","Block Group 5",,,,196955,674,39,299,188,148,0,0
"060750312011","Block Group 1, Census Tract 312.01, San Francisco County, California","ca","150","00",,,,"06","075",,,"031201","1",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750312011","Block Group 1",,,,102014,775,142,183,282,74,46,48
"060750312012","Block Group 2, Census Tract 312.01, San Francisco County, California","ca","150","00",,,,"06","075",,,"031201","2",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750312012","Block Group 2",,,,98867,481,191,228,50,12,0,0
"060750312013","Block Group 3, Census Tract 312.01, San Francisco County, California","ca","150","00",,,,"06","075",,,"031201","3",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750312013","Block Group 3",,,,136435,201,86,21,47,17,25,5
"060750312014","Block Group 4, Census Tract 312.01, San Francisco County, California","ca","150","00",,,,"06","075",,,"031201","4",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750312014","Block Group 4",,,,,332,84,102,92,39,15,0
"060750312021","Block Group 1, Census Tract 312.02, San Francisco County, California","ca","150","00",,,,"06","075",,,"031202","1",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750312021","Block Group 1",,,,144402,375,67,81,159,37,31,0
"060750312022","Block Group 2, Census Tract 312.02, San Francisco County, California","ca","150","00",,,,"06","075",,,"031202","2",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750312022","Block Group 2",,,,181791,443,40,154,144,58,41,6
"060750313011","Block Group 1, Census Tract 313.01, San Francisco County, California","ca","150","00",,,,"06","075",,,"031301","1",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750313011","Block Group 1",,,,51781,491,45,291,65,50,0,40
"060750313012","Block Group 2, Census Tract 313.01, San Francisco County, California","ca","150","00",,,,"06","075",,,"031301","2",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750313012","Block Group 2",,,,131131,481,37,155,147,124,9,9
"060750313013","Block Group 3, Census Tract 313.01, San Francisco County, California","ca","150","00",,,,"06","075",,,"031301","3",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750313013","Block Group 3",,,,178180,588,35,378,81,73,11,10
"060750313021","Block Group 1, Census Tract 313.02, San Francisco County, California","ca","150","00",,,,"06","075",,,"031302","1",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750313021","Block Group 1",,,,93839,540,37,273,203,27,0,0
"060750313022","Block Group 2, Census Tract 313.02, San Francisco County, California","ca","150","00",,,,"06","075",,,"031302","2",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750313022","Block Group 2",,,,118396,369,19,203,116,31,0,0
"060750313023","Block Group 3, Census Tract 313.02, San Francisco County, California","ca","150","00",,,,"06","075",,,"031302","3",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750313023","Block Group 3",,,,171500,824,62,380,295,87,0,0
"060750314011","Block Group 1, Census Tract 314.01, San Francisco County, California","ca","150","00",,,,"06","075",,,"031401","1",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750314011","Block Group 1",,,,99893,415,0,193,149,57,12,4
"060750314012","Block Group 2, Census Tract 314.01, San Francisco County, California","ca","150","00",,,,"06","075",,,"031401","2",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750314012","Block Group 2",,,,113750,243,91,49,31,21,0,51
"060750314021","Block Group 1, Census Tract 314.02, San Francisco County, California","ca","150","00",,,,"06","075",,,"031402","1",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750314021","Block Group 1",,,,150446,690,103,147,254,151,21,14
"060750314022","Block Group 2, Census Tract 314.02, San Francisco County, California","ca","150","00",,,,"06","075",,,"031402","2",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750314022","Block Group 2",,,,201333,272,44,70,84,74,0,0
"060750314023","Block Group 3, Census Tract 314.02, San Francisco County, California","ca","150","00",,,,"06","075",,,"031402","3",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750314023","Block Group 3",,,,216250,242,33,84,73,52,0,0
"060750326011","Block Group 1, Census Tract 326.01, San Francisco County, California","ca","150","00",,,,"06","075",,,"032601","1",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750326011","Block Group 1",,,,152083,638,79,410,127,22,0,0
"060750326012","Block Group 2, Census Tract 326.01, San Francisco County, California","ca","150","00",,,,"06","075",,,"032601","2",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750326012","Block Group 2",,,,119250,672,217,161,215,32,35,12
"060750326013","Block Group 3, Census Tract 326.01, San Francisco County, California","ca","150","00",,,,"06","075",,,"032601","3",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750326013","Block Group 3",,,,166250,472,40,226,131,47,0,28
"060750326021","Block Group 1, Census Tract 326.02, San Francisco County, California","ca","150","00",,,,"06","075",,,"032602","1",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750326021","Block Group 1",,,,213125,610,25,200,291,25,42,27
"060750326022","Block Group 2, Census Tract 326.02, San Francisco County, California","ca","150","00",,,,"06","075",,,"032602","2",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750326022","Block Group 2",,,,144750,450,76,164,115,47,42,6
"060750326023","Block Group 3, Census Tract 326.02, San Francisco County, California","ca","150","00",,,,"06","075",,,"032602","3",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750326023","Block Group 3",,,,74531,375,86,176,81,13,7,12
"060750327001","Block Group 1, Census Tract 327, San Francisco County, California","ca","150","00",,,,"06","075",,,"032700","1",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750327001","Block Group 1",,,,145764,241,68,19,96,35,23,0
"060750327002","Block Group 2, Census Tract 327, San Francisco County, California","ca","150","00",,,,"06","075",,,"032700","2",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750327002","Block Group 2",,,,,538,20,259,179,60,20,0
"060750327003","Block Group 3, Census Tract 327, San Francisco County, California","ca","150","00",,,,"06","075",,,"032700","3",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750327003","Block Group 3",,,,86489,434,71,124,213,19,7,0
"060750327004","Block Group 4, Census Tract 327, San Francisco County, California","ca","150","00",,,,"06","075",,,"032700","4",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750327004","Block Group 4",,,,112481,255,0,57,176,22,0,0
"060750327005","Block Group 5, Census Tract 327, San Francisco County, California","ca","150","00",,,,"06","075",,,"032700","5",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750327005","Block Group 5",,,,104333,218,0,64,115,39,0,0
"060750327006","Block Group 6, Census Tract 327, San Francisco County, California","ca","150","00",,,,"06","075",,,"032700","6",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750327006","Block Group 6",,,,250001,301,0,85,160,48,8,0
"060750327007","Block Group 7, Census Tract 327, San Francisco County, California","ca","150","00",,,,"06","075",,,"032700","7",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750327007","Block Group 7",,,,250001,427,17,41,327,42,0,0
"060750328011","Block Group 1, Census Tract 328.01, San Francisco County, California","ca","150","00",,,,"06","075",,,"032801","1",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750328011","Block Group 1",,,,102857,452,20,291,122,19,0,0
"060750328012","Block Group 2, Census Tract 328.01, San Francisco County, California","ca","150","00",,,,"06","075",,,"032801","2",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750328012","Block Group 2",,,,174018,423,10,244,146,12,11,0
"060750328013","Block Group 3, Census Tract 328.01, San Francisco County, California","ca","150","00",,,,"06","075",,,"032801","3",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750328013","Block Group 3",,,,196406,438,40,74,208,84,32,0
"060750328021","Block Group 1, Census Tract 328.02, San Francisco County, California","ca","150","00",,,,"06","075",,,"032802","1",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750328021","Block Group 1",,,,102813,618,114,323,120,28,33,0
"060750328022","Block Group 2, Census Tract 328.02, San Francisco County, California","ca","150","00",,,,"06","075",,,"032802","2",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750328022","Block Group 2",,,,167692,560,36,255,117,24,116,12
"060750328023","Block Group 3, Census Tract 328.02, San Francisco County, California","ca","150","00",,,,"06","075",,,"032802","3",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750328023","Block Group 3",,,,193611,350,37,180,124,9,0,0
"060750329011","Block Group 1, Census Tract 329.01, San Francisco County, California","ca","150","00",,,,"06","075",,,"032901","1",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750329011","Block Group 1",,,,168111,306,43,120,69,35,39,0
"060750329012","Block Group 2, Census Tract 329.01, San Francisco County, California","ca","150","00",,,,"06","075",,,"032901","2",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750329012","Block Group 2",,,,175982,433,25,137,165,70,36,0
"060750329013","Block Group 3, Census Tract 329.01, San Francisco County, California","ca","150","00",,,,"06","075",,,"032901","3",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750329013","Block Group 3",,,,203889,438,31,172,147,82,0,6
"060750329014","Block Group 4, Census Tract 329.01, San Francisco County, California","ca","150","00",,,,"06","075",,,"032901","4",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750329014","Block Group 4",,,,165039,465,109,169,101,77,9,0
"060750329021","Block Group 1, Census Tract 329.02, San Francisco County, California","ca","150","00",,,,"06","075",,,"032902","1",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750329021","Block Group 1",,,,131641,481,22,159,211,29,60,0
"060750329022","Block Group 2, Census Tract 329.02, San Francisco County, California","ca","150","00",,,,"06","075",,,"032902","2",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750329022","Block Group 2",,,,102375,432,44,161,145,82,0,0
"060750329023","Block Group 3, Census Tract 329.02, San Francisco County, California","ca","150","00",,,,"06","075",,,"032902","3",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750329023","Block Group 3",,,,105655,417,16,161,212,20,8,0
"060750330011","Block Group 1, Census Tract 330.01, San Francisco County, California","ca","150","00",,,,"06","075",,,"033001","1",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750330011","Block Group 1",,,,168348,613,28,45,421,107,12,0
"060750330012","Block Group 2, Census Tract 330.01, San Francisco County, California","ca","150","00",,,,"06","075",,,"033001","2",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750330012","Block Group 2",,,,138846,434,64,212,66,53,13,26
"060750330013","Block Group 3, Census Tract 330.01, San Francisco County, California","ca","150","00",,,,"06","075",,,"033001","3",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750330013","Block Group 3",,,,232708,326,9,62,195,60,0,0
"060750330021","Block Group 1, Census Tract 330.02, San Francisco County, California","ca","150","00",,,,"06","075",,,"033002","1",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750330021","Block Group 1",,,,177344,559,126,225,123,69,16,0
"060750330022","Block Group 2, Census Tract 330.02, San Francisco County, California","ca","150","00",,,,"06","075",,,"033002","2",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750330022","Block Group 2",,,,139013,375,39,182,131,23,0,0
"060750330023","Block Group 3, Census Tract 330.02, San Francisco County, California","ca","150","00",,,,"06","075",,,"033002","3",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750330023","Block Group 3",,,,182422,599,1,276,151,159,0,12
"060750331001","Block Group 1, Census Tract 331, San Francisco County, California","ca","150","00",,,,"06","075",,,"033100","1",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750331001","Block Group 1",,,,181111,176,17,55,66,15,11,12
"060750331002","Block Group 2, Census Tract 331, San Francisco County, California","ca","150","00",,,,"06","075",,,"033100","2",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750331002","Block Group 2",,,,193393,337,0,125,183,19,10,0
"060750331003","Block Group 3, Census Tract 331, San Francisco County, California","ca","150","00",,,,"06","075",,,"033100","3",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750331003","Block Group 3",,,,165000,252,15,58,101,44,17,17
"060750331004","Block Group 4, Census Tract 331, San Francisco County, California","ca","150","00",,,,"06","075",,,"033100","4",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750331004","Block Group 4",,,,154400,648,82,247,273,46,0,0
"060750332011","Block Group 1, Census Tract 332.01, San Francisco County, California","ca","150","00",,,,"06","075",,,"033201","1",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750332011","Block Group 1",,,,68250,595,201,232,144,8,10,0
"060750332031","Block Group 1, Census Tract 332.03, San Francisco County, California","ca","150","00",,,,"06","075",,,"033203","1",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750332031","Block Group 1",,,,74276,903,193,308,354,48,0,0
"060750332032","Block Group 2, Census Tract 332.03, San Francisco County, California","ca","150","00",,,,"06","075",,,"033203","2",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750332032","Block Group 2",,,,78365,686,44,419,173,50,0,0
"060750332041","Block Group 1, Census Tract 332.04, San Francisco County, California","ca","150","00",,,,"06","075",,,"033204","1",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750332041","Block Group 1",,,,142708,322,84,67,106,60,0,5
"060750332042","Block Group 2, Census Tract 332.04, San Francisco County, California","ca","150","00",,,,"06","075",,,"033204","2",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750332042","Block Group 2",,,,55339,822,316,430,69,7,0,0
"060750332043","Block Group 3, Census Tract 332.04, San Francisco County, California","ca","150","00",,,,"06","075",,,"033204","3",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750332043","Block Group 3",,,,91196,490,95,247,142,6,0,0
"060750351011","Block Group 1, Census Tract 351.01, San Francisco County, California","ca","150","00",,,,"06","075",,,"035101","1",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750351011","Block Group 1",,,,102695,392,118,174,66,34,0,0
"060750351012","Block Group 2, Census Tract 351.01, San Francisco County, California","ca","150","00",,,,"06","075",,,"035101","2",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750351012","Block Group 2",,,,130595,606,90,209,291,0,16,0
"060750351013","Block Group 3, Census Tract 351.01, San Francisco County, California","ca","150","00",,,,"06","075",,,"035101","3",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750351013","Block Group 3",,,,188125,462,20,204,161,77,0,0
"060750351021","Block Group 1, Census Tract 351.02, San Francisco County, California","ca","150","00",,,,"06","075",,,"035102","1",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750351021","Block Group 1",,,,148750,258,0,122,60,76,0,0
"060750351022","Block Group 2, Census Tract 351.02, San Francisco County, California","ca","150","00",,,,"06","075",,,"035102","2",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750351022","Block Group 2",,,,175000,302,32,78,153,32,7,0
"060750351023","Block Group 3, Census Tract 351.02, San Francisco County, California","ca","150","00",,,,"06","075",,,"035102","3",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750351023","Block Group 3",,,,,297,41,96,112,22,26,0
"060750351024","Block Group 4, Census Tract 351.02, San Francisco County, California","ca","150","00",,,,"06","075",,,"035102","4",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750351024","Block Group 4",,,,173281,414,47,81,161,59,50,16
"060750352011","Block Group 1, Census Tract 352.01, San Francisco County, California","ca","150","00",,,,"06","075",,,"035201","1",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750352011","Block Group 1",,,,135529,387,24,156,108,99,0,0
"060750352012","Block Group 2, Census Tract 352.01, San Francisco County, California","ca","150","00",,,,"06","075",,,"035201","2",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750352012","Block Group 2",,,,148015,241,28,56,129,28,0,0
"060750352013","Block Group 3, Census Tract 352.01, San Francisco County, California","ca","150","00",,,,"06","075",,,"035201","3",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750352013","Block Group 3",,,,109907,356,21,166,94,23,47,5
"060750352014","Block Group 4, Census Tract 352.01, San Francisco County, California","ca","150","00",,,,"06","075",,,"035201","4",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750352014","Block Group 4",,,,168177,503,102,138,184,9,54,16
"060750352015","Block Group 5, Census Tract 352.01, San Francisco County, California","ca","150","00",,,,"06","075",,,"035201","5",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750352015","Block Group 5",,,,74375,380,46,197,104,26,7,0
"060750352021","Block Group 1, Census Tract 352.02, San Francisco County, California","ca","150","00",,,,"06","075",,,"035202","1",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750352021","Block Group 1",,,,102220,633,31,369,192,8,33,0
"060750352022","Block Group 2, Census Tract 352.02, San Francisco County, California","ca","150","00",,,,"06","075",,,"035202","2",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750352022","Block Group 2",,,,123448,554,54,232,176,48,44,0
"060750352023","Block Group 3, Census Tract 352.02, San Francisco County, California","ca","150","00",,,,"06","075",,,"035202","3",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750352023","Block Group 3",,,,100455,522,36,349,105,10,22,0
"060750353001","Block Group 1, Census Tract 353, San Francisco County, California","ca","150","00",,,,"06","075",,,"035300","1",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750353001","Block Group 1",,,,214312,382,18,109,212,22,0,21
"060750353002","Block Group 2, Census Tract 353, San Francisco County, California","ca","150","00",,,,"06","075",,,"035300","2",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750353002","Block Group 2",,,,175795,459,29,63,224,118,25,0
"060750353003","Block Group 3, Census Tract 353, San Francisco County, California","ca","150","00",,,,"06","075",,,"035300","3",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750353003","Block Group 3",,,,114458,367,58,140,102,10,57,0
"060750353004","Block Group 4, Census Tract 353, San Francisco County, California","ca","150","00",,,,"06","075",,,"035300","4",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750353004","Block Group 4",,,,154000,300,0,164,114,22,0,0
"060750353005","Block Group 5, Census Tract 353, San Francisco County, California","ca","150","00",,,,"06","075",,,"035300","5",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750353005","Block Group 5",,,,174492,644,63,200,356,0,25,0
"060750353006","Block Group 6, Census Tract 353, San Francisco County, California","ca","150","00",,,,"06","075",,,"035300","6",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750353006","Block Group 6",,,,,399,70,183,124,22,0,0
"060750354001","Block Group 1, Census Tract 354, San Francisco County, California","ca","150","00",,,,"06","075",,,"035400","1",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750354001","Block Group 1",,,,144795,357,0,136,199,22,0,0
"060750354002","Block Group 2, Census Tract 354, San Francisco County, California","ca","150","00",,,,"06","075",,,"035400","2",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750354002","Block Group 2",,,,168750,539,139,151,94,97,15,43
"060750354003","Block Group 3, Census Tract 354, San Francisco County, California","ca","150","00",,,,"06","075",,,"035400","3",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750354003","Block Group 3",,,,,359,51,118,100,90,0,0
"060750354004","Block Group 4, Census Tract 354, San Francisco County, California","ca","150","00",,,,"06","075",,,"035400","4",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750354004","Block Group 4",,,,86205,675,98,373,142,62,0,0
"060750354005","Block Group 5, Census Tract 354, San Francisco County, California","ca","150","00",,,,"06","075",,,"035400","5",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750354005","Block Group 5",,,,153750,514,178,158,152,13,13,0
"060750401001","Block Group 1, Census Tract 401, San Francisco County, California","ca","150","00",,,,"06","075",,,"040100","1",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750401001","Block Group 1",,,,250001,386,0,204,97,76,0,9
"060750401002","Block Group 2, Census Tract 401, San Francisco County, California","ca","150","00",,,,"06","075",,,"040100","2",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750401002","Block Group 2",,,,148646,447,124,244,79,0,0,0
"060750401003","Block Group 3, Census Tract 401, San Francisco County, California","ca","150","00",,,,"06","075",,,"040100","3",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750401003","Block Group 3",,,,111797,504,113,315,52,24,0,0
"060750401004","Block Group 4, Census Tract 401, San Francisco County, California","ca","150","00",,,,"06","075",,,"040100","4",,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1500000US060750401004","Block Group 4",,,,103289,340,28,203,109,0,0,0
